CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-1.7344785462643004
Cc1ccc(NC(=N)N)cc1C,-2.931624858585222
CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,-1.9423164477089048
C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCC=C)C(F)(F)F,0.7346357228975998
CC(C)NCC(O)COc1ccccc1OCC=C,-1.6513433856864588
Cc1ccc(O)c(O)c1,-0.67866200692571
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,-0.21310510768979626
CCC(CCNC)Oc1cc(Cl)ccc1C#N,-1.5017000966463436
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,-1.4518190002996385
CCN(CC)CCOC(=O)c1ccc(N)cc1,-1.8176137068421423
CC(N)C(=O)Nc1c(C)cccc1C,-1.9423164477089048
NC(=N)SCc1ccc(Cl)c(Cl)c1,-0.7534836514457677
CCN(CC)CCNC(=O)c1ccc(N)cc1,-2.5824571841582866
CN[C@@H](C)[C@H](O)c1ccccc1,-2.7736680534873224
COC(=O)COc1ccc(O)cc1,-1.0527702295259982
CCN(CC)C(C)C(=O)c1ccccc1,-0.8366188120236094
CC(C)NCC(O)COc1ccccc1CC=C,-0.9945756171215088
OC(=O)c1ccccc1O,-2.9482518907007904
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-1.4518190002996385
CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C,-0.7368566193301993
CCOc1ccc(NC(=O)C)cc1,-0.5705862981745158
COc1ccc(NC(=O)C=C)cc1,-0.42094300913440064
NC(=O)c1ccc(Br)cc1,-0.3627483967299114
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,-0.5955268463478683
NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N,-1.0527702295259982
OB(O)c1ccccc1C=O,-1.1275918740460555
CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C,-1.3936243878951493
CC(C)NCCCOc1ccc(NC(=O)C)cc1CC=C,-1.8259272228999262
NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],-1.144218906161624
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,-2.7321004731984018
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,-1.4933865805885593
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,-1.2190405506816815
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],-0.861559360196962
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-2.3995598308870347
CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,-0.8199917799080412
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-2.09195973674902
COc1ccccc1OCC(O)CO,-1.618089321455322
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,-0.05514830259189676
CC(C)Cc1ccc(cc1)C(C)C(=O)NS(=O)(=O)C,-1.1691594543349764
CCOC(=O)c1ccc(N)cc1,-0.2962402682676379
NC(=N)Nc1ccc(Cl)c(Cl)c1,-2.075332704633452
CC(Cc1ccccc1)N(C)CC#C,-0.021894238360760022
NC(=O)c1ccccc1O,-0.911440456543667
CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,0.18594366308384438
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],1.0588628491511827
NC(=O)Cc1ccccc1,-1.568208225108617
COc1ccccc1OCC(O)COC(=O)N,-1.518327128761912
CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,0.3688410163550961
C[C@@H](N)COc1c(C)cccc1C,-1.3188027433750915
C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)C)C(F)(F)F,-0.0884023668230335
CC(=O)Nc1ccc(O)cc1,-1.609775805397538
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-1.5349541608774802
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C,-2.565830152042718
